cycle,use_mercury,cohesion,structural_stability,vitality,viability,rigidity,dissent,identity_drift,light_power,shadow_power,mercury_power,bridge_tension,mercury_motion,alliance_shift,emergence,jester_pulse,judge_closure
117,False,1,0.895002,0.394948,0.651317,0.310759,0.256518,0.005092,0.524664,0.548372,0.0,0.023734,0.0,0.0,0.979326,0.2,1
118,False,1,0.890913,0.392357,0.647302,0.310728,0.256314,0.006971,0.528164,0.535479,0.0,0.021435,0.0,0.0,0.979353,0.2,1
119,False,1,0.892775,0.391565,0.648337,0.310699,0.256108,0.006955,0.527046,0.543746,0.0,0.020772,0.0,0.0,0.979379,0.0,1
120,False,1,0.894041,0.388889,0.64818,0.310671,0.255885,0.007537,0.53512,0.538967,0.0,0.018403,0.0,0.0,0.979403,0.0,1
121,False,1,0.896402,0.38692,0.649097,0.310644,0.25565,0.007378,0.541077,0.547173,0.0,0.01668,0.0,0.0,0.979427,0.0,1
122,False,1,0.896217,0.385781,0.648504,0.310618,0.255412,0.008062,0.549494,0.539722,0.0,0.015713,0.0,0.0,0.97945,0.0,1
123,False,1,0.906977,0.384764,0.655875,0.310594,0.255172,0.0051,0.539725,0.549326,0.0,0.014857,0.0,0.0,0.979472,0.0,1
124,False,1,0.910518,0.383194,0.657792,0.31057,0.254924,0.004636,0.543586,0.53841,0.0,0.013502,0.0,0.0,0.979493,0.0,1
125,False,1,0.920472,0.381315,0.664205,0.310547,0.254667,0.002334,0.5466,0.544768,0.0,0.011868,0.0,0.0,0.979514,0.0,1
126,False,1,0.924699,0.380522,0.666925,0.310525,0.25441,0.001382,0.529101,0.536357,0.0,0.011222,0.0,0.0,0.979533,0.0,1
127,False,1,0.925867,0.38235,0.668529,0.310504,0.254176,-0.000346,0.553334,0.52976,0.0,0.012952,0.0,0.0,0.979552,0.0,1
128,False,1,0.926374,0.381494,0.668539,0.310484,0.253941,-0.000466,0.539289,0.531406,0.0,0.012242,0.0,0.0,0.97957,0.0,1
